Text,Text1,Text2,Text3
$535,/ 1br - ,Newly renovated 1 bedroom apartment for rent in nashville,"
        
            QR Code Link to This Post
            
        
Newly renovated 1 bedroom apartment for rent by owner on the second floor $535. Close to schools, stores, buses, Lirr, jfk & parkway. All utilities included. A lot of street parking. Yard is not included! Pets please!! First month rent and security deposit is required upon moving in. background and credit check is also required! If you interested please contact:- evamery53𝐆𝐦𝐚𝐢𝐥com
    "
$595,/ 2br - 750ft2 - ,2-Bedroom  Quiet Little Community- All Electric !,"
        
            QR Code Link to This Post
            
        
Nice 2-Bedroom ! All Electric ! Very Economical! We pay water,sewer,trash ! You only have electric to pay ! Freshly Painted,  ALL NEW flooring  NEW Carpeting ! All Appliances Included, Mini-Blinds Throughout ! Private Resident Laundromat on Site! Call Lou for appoint. to see !  show contact info
)  Phone calls only please!
    "
$500,/ 1br - ,1 Bed/1 Bath Upstairs Apt For Rent,"
        
            QR Code Link to This Post
            
        
1 Bedroom, 1 Bathroom Upstairs Apartment For Rent 

-Apartment is above a single family home 
-Kitchen has granite countertops, appliances included, and built-in table
-Bathroom has separate tub and shower 
-Bedroom has walk-in closet 
-Living room has 2 walk-in closets 

Street parking 
No pets 
No more than 2 occupants 

Utilities not included 

$500/Month
$950 Deposit 
$41.99 Credit & Background check required
    "
$390,/ 1br - 320ft2 - ,A Place to call HOME InTown Suites,"
        
            QR Code Link to This Post
            
        
New Remodel! Come see our updates!  We offer Premium Rooms with all NEW Kitchen that include cabinets, sink, 2 burner stove top, full size Microwave, full size refrigerator w/ freezer, Queen size bed, all new art deco, hardwood floors, closet with closure. We include super fast wifi, cable tv with show time, onsite laundry and much more!
    "
$580,,"Bradley, Ill.","
        
            QR Code Link to This Post
            
        
Single Occupant 3 Room Studio Convertible  Efficiency Apt. 
  One Year Lease, Alha Req.
Washer and Dryer in Building Email or text to view the unit
$ 580.00  Monthly  1- 1/2 Month Security  Req .
(Plez Note that this location is Not in Chicago It is Located in Bradley Ill 60 miles south of the City of Chicago)
  

 Contact Baldemar




  (pleaze note this apt is located in Bradley Ill.) not Downtown Chicago (  ALSO  WHEN  GOING TO VIEW THE APT.  MAKE SURE THAT YOUR ARE SOUTH OF BOARDWAY STREET  BECAUSE THERE IS A NORTH WABASH ALSO)
    "
$600,/ 2br - ,2BD 1Bath (Minford) House For Rent,"
        
            QR Code Link to This Post
            
        
2 Bed 1 Bath house for rent in Minford.  $600.00 a month rent with one month rent as a deposit.  Washer/Dryer hookup in house. Carport available to park off street.  Nice side and back yard. There is a third room that could be used as a bedroom or an office.  Tenant pays all utilities and is responsible for yard and landscaping.
    "
$520,/ 1br - 650ft2 - ,1 bedroom apt 2106 west Columbia $520,"
        
            QR Code Link to This Post
            
        
1 bedroom apartment on the ground floor of a four unit apartment building .  Has a stove and refrigerator furnished. two big closets in the bedroom  central air and heat. 650 square feet. water is furnished but you have to pay for electric bill. rents for $520 plus deposit no pets to inquire call  show contact info

    "
$595,/ 2br - ,Brand new upstairs apt 1112.5 S Jefferson,"
        
            QR Code Link to This Post
            
        
Before you message me that you want a showing, I need to know something about your work history rental history any smokers any pets.

ONY CLEAN RESPONSIBLE PEOPLE NEED TO APPLY  
CALL ME

We have an application process and require a full credit report. 

I will not respond to ""Is this still available"" unless you give me some info about yourself first.

1112.5 S Jefferson, Muncie
Brand new remodeled 2 bedroom upstairs apartment 
C/A W/D dishwasher 
Available NOW
Small pet with fees Breed restrictions

$595 plus $595 deposit
Tenant pays all utilities

Call Joe for a showing 765-74four-107nine
    "
$550,/ 280ft2 - ,Artist Studios Live/Work $550,"
        
            QR Code Link to This Post
            
        
280 SF open plan Art Studios available in a building with other artist and creatives. Can be live/work for the right candidate pending portfolio review. Available December 1!

$550/month, 1 year lease required, $550 one-time, non-refundable move-in fee, $55 application fee with credit check. Must include 8 images of artwork with application. No loud music playing or noise making allowed in building. 

Tenant must pay own electric, heat is electric baseboard. No appliances are included.

Common bathroom with shower. Common utility sink down the hall.

Cable hookups but tenant must provide own service and router for WiFi

24 hr access in an historic 1904 telephone exchange building. Enjoy a quiet and respectful community of working artists. Walking distance from Western and Damen Blue line stops, 24hr bus lines.

    "
$575,/ 1br - ,"Traveling Nurses. Furnished near Hospitals, M.U. 3blks, Utilities Paid","
        
            QR Code Link to This Post
            
        
Work-exchange:  Lovely fully furnished Studio Room available walking distance (6 blocks) to Cabell Huntington Hospital, Marshall University  (3 blks) and downtown (7 blocks) Huntington, WV

Fully furnished with everything.  Washer + Dryer + WiFi included. Most utilities paid.

Ideal for Traveling Nurses, Professionally Employed persons.

3 MONTH LEASES  available  and renewable.

A security background check will done before moving in. Employment must be verified.  Letter of college acceptance and enrollment required if you are an M.U. Graduate Student.

NO SMOKING, NO PARTIES, NO DRUGS or ALCOHOL, NO COUPLES, NO PETS.

$575per month / $275  cleaning and security deposit returned  with a 30 day notice to vacate.

Reply thru craigslist relay email or TEXT.  Leave your name, address  and phone number with info about yourself. 

Photos will be sent along via text messaging. Thanks for your interest.
    "
$386,/ 1br - ,"Large studio units, Kitchen Island, Granite Countertops","
        
            QR Code Link to This Post
            
        
Toledo/Holland Suites – Extended Stay Hotel in Holland, OHLow Weekly & Monthly RatesFREE UtilitiesFree Premium Cable TVCall Now:  show contact info
Additional Information:www.siegelsuites.comApartment Home Features-Loft-High-speed wireless internet available-Fully furnished units-Pet Friendly-Large studio units-High-Speed Internet Access-Laundry facilities-Large Closet-Carpeted-Free utilities included with stay-Large two bedroom 2 bath units-Siegel Rewards ProgramFree Siegel Reward ProgramEarn points every time you pay your rent or refer a friend. Use your points to treat yourself to free rent, food, movies, gift cards, and much more!Pet Policy20lb weight limit and aggressive breeds such as Pit Bulls and Rottweilers are prohibited.Managed by The Siegel GroupEqual Housing OpportunityPricing may include current special and is subject to change without notice.Siegel Suites Toledo/Holland: Low-Cost, Clean & Furnished Units - Close to Restaurants, Shopping, and More! MOVE IN TODAYCall Us! Move In Today! Available: Studio Suites**Low Weekly and Monthly Rates **Utilities Included**Fully Furnished**Premium Cable TV**No Lease Required Call Now:  show contact info
 VISIT www.siegelsuites.com Siegel Suites Toledo/Holland 6101 Trust Drive, Holland Ohio, 43528 Features and Amenities Pet/Dog Friendly Flat-screen TVs Kitchen with Full Sized Refrigerator Onsite Security High Speed Internet available Sparkling Pool Easy Access to I-475 Rewards Program, Covered Parking and More! Pet Policy We are pet friendly! 20.lb weight limit and breed restrictions apply. Call for details.Free Siegel Reward ProgramEarn points every time you pay your rent or refer a friend. Use your points to treat yourself to free rent, food, movies, gift cards, and much more!
    "
$600,/ 1br - ,efficiency apt.,"
        
            QR Code Link to This Post
            
        
VERY CUTE EFFICIENCY APT. W/WOOD FLOORS NICE FOR 1 PERSON, FULL SIZE FRIG
FOUR BURNER STOVE, NO TUB BUT NICE LARGE SHOWER. ALL UTILITIES PAID.
RENT $600.00, DEPOSIT $600.00, APPLICATION FEE $30.00 ONE YEAR LEASE. VERY
QUIET LOCATION. MORE INFORMATION CALL JOYCE @ show contact info
 BETWEEN
8AM & 6PM  WAITING TO HEAR FROM YOU, THANKS
    "
$386,/ 1br - ,"Close to Schools, Carpeted, Heat Included","
        
            QR Code Link to This Post
            
        
Toledo/Holland Suites – Extended Stay Hotel in Holland, OHLow Weekly & Monthly RatesFREE UtilitiesFree Premium Cable TVCall Now:  show contact info
Additional Information:www.siegelsuites.comApartment Home Features-Swimming Pool-Large two bedroom 2 bath units-Free utilities included with stay-Laundry Facility-Large studio units-No long term lease required-Private Balcony-Disability Access-Loft-High-Speed Internet Access-Close to shopping & dining-Pet FriendlyFree Siegel Reward ProgramEarn points every time you pay your rent or refer a friend. Use your points to treat yourself to free rent, food, movies, gift cards, and much more!Pet Policy20lb weight limit and aggressive breeds such as Pit Bulls and Rottweilers are prohibited.Managed by The Siegel GroupEqual Housing OpportunityPricing may include current special and is subject to change without notice.Siegel Suites Toledo/Holland: Low-Cost, Clean & Furnished Units - Close to Restaurants, Shopping, and More! MOVE IN TODAYCall Us! Move In Today! Available: Studio Suites**Low Weekly and Monthly Rates **Utilities Included**Fully Furnished**Premium Cable TV**No Lease Required Call Now:  show contact info
 VISIT www.siegelsuites.com Siegel Suites Toledo/Holland 6101 Trust Drive, Holland Ohio, 43528 Features and Amenities Pet/Dog Friendly Flat-screen TVs Kitchen with Full Sized Refrigerator Onsite Security High Speed Internet available Sparkling Pool Easy Access to I-475 Rewards Program, Covered Parking and More! Pet Policy We are pet friendly! 20.lb weight limit and breed restrictions apply. Call for details.Free Siegel Reward ProgramEarn points every time you pay your rent or refer a friend. Use your points to treat yourself to free rent, food, movies, gift cards, and much more!
    "
$400,/ 250ft2 - ,Studio apartment hidden in back of a house,"
        
            QR Code Link to This Post
            
        
All remodeled and repainted from ceilings to floors and ready to move in.
    "
$525,/ 1br - 650ft2 - ,Look at this! All remodeled apts - 1343 N Gulick,"
        
            QR Code Link to This Post
            
        
All remodeled inside and out. All new flooring and freshly painted throuhout. All units will have stove and refrigerators and A/C units and baseboard heat. Affordable housing!
    "
$386,/ 1br - ,"Heat Included, Soaker Tub, Bad Credit Ok","
        
            QR Code Link to This Post
            
        
Toledo/Holland Suites – Extended Stay Hotel in Holland, OHLow Weekly & Monthly RatesFREE UtilitiesFree Premium Cable TVCall Now:  show contact info
Additional Information:www.siegelsuites.comApartment Home Features-Free utilities included with stay-Carpeted-Swimming Pool-Close to Schools-Microwave-Large two bedroom 2 bath units-Private Balcony-Easy freeway access-Bad Credit Ok-Pet Friendly-High-Speed Internet Access-Laundry FacilityFree Siegel Reward ProgramEarn points every time you pay your rent or refer a friend. Use your points to treat yourself to free rent, food, movies, gift cards, and much more!Pet Policy20lb weight limit and aggressive breeds such as Pit Bulls and Rottweilers are prohibited.Managed by The Siegel GroupEqual Housing OpportunityPricing may include current special and is subject to change without notice.Siegel Suites Toledo/Holland: Low-Cost, Clean & Furnished Units - Close to Restaurants, Shopping, and More! MOVE IN TODAYCall Us! Move In Today! Available: Studio Suites**Low Weekly and Monthly Rates **Utilities Included**Fully Furnished**Premium Cable TV**No Lease Required Call Now:  show contact info
 VISIT www.siegelsuites.com Siegel Suites Toledo/Holland 6101 Trust Drive, Holland Ohio, 43528 Features and Amenities Pet/Dog Friendly Flat-screen TVs Kitchen with Full Sized Refrigerator Onsite Security High Speed Internet available Sparkling Pool Easy Access to I-475 Rewards Program, Covered Parking and More! Pet Policy We are pet friendly! 20.lb weight limit and breed restrictions apply. Call for details.Free Siegel Reward ProgramEarn points every time you pay your rent or refer a friend. Use your points to treat yourself to free rent, food, movies, gift cards, and much more!
    "
$500,/ 1br - ,One bedroom,"
        
            QR Code Link to This Post
            
        
One bedroom apt
On busline
No smoking, no pets
Rents for $500
To see apt and more information
Call  show contact info

No text or e-mails
    "
$500,/ 1br - ,One bedroom apartment,"
        
            QR Code Link to This Post
            
        
One bedroom apartment
No pets, no smoking  
On buslines
Rents for $500
To see apt. Call  show contact info

No e-mail or text
    "
$550,,Four car garage for rent for storage or business large parking space,"
        
            QR Code Link to This Post
            
        
Large four car garage empty for rent for business or storage lots of parking outside
    "
$575,/ 4br - 1586ft2 - ,𝓼𝓲𝓰𝓷 𝓪𝓷𝓭 𝓼𝓪𝓿𝓮 at The Rocks at MSU!!,"
        
            QR Code Link to This Post
            
        
EXPERIENCE LUXURY LIVING AT THE ROCKS - Limited Spots Remaining! The Rocks is East Lansing's newest apartment community designed for Michigan State students. Each brand new apartment includes hardwood style flooring, granite countertops, stainless steel appliances, private bathrooms and much more! Limited spots remain for Fall 2021, Tour and sign today to lock in your apartment home before they are gone!  Call Now:  show contact info
Follow This Link for More Information:https://greystar.leasehomenow.com/251op3 This is a 4 Bedroom, 4 Bath, approximately 1586 Sq. Ft. Features - 24 hour Award Winning Property Management  - Modern Kitchens with Stainless Steel Appliances  - 9 Foot Ceilings  - Private Balconies/Patios  - Individual Leases  - Roommate Matching Community Amenities - On-Demand Printing  - Ample Bicycle Parking  - 24-hour Free Caffeinated Water  - Private Study Rooms  - 24hr Activity/Club Room w/Lounge Areas, Study, & Billiards  - State-of-the-Art 24-Hour Fitness Center  - Blazing Fast Wifi and Cable  - Bark Park  - Pet Friendly  - Covered Parking Pet Policy We allow up to two pets per apartment home, certain breed restrictions apply, please call us for more details. Office Hours Monday-Friday:10:00AM-6:00PMThe Rocks 16970 Chandler Rd, East Lansing, MI, 4882393HgumVQv
    "
$600,/ 1br - ,Move-in ready home with all the updates. Large high-end extra wide lon,"
        
            QR Code Link to This Post
            
        
***************** CALL THE OWNER AT (888) 902-34 16************
***************** CALL  THE OWNER AT (888) 902-34 16 ************************

***************** CALL THE OWNER AT (888) 902-34 16 ************************
***************** CALL THE OWNER AT (888) 902-34 16 ************************


Move-in ready home with all the updates. Large high-end extra wide long-plank laminate floors throughout all of house with exception to laundry room and bathrooms where you will find tile. American Standard AC Unit installed new in 2021 and low maintenance turf with paved surround in backyard. Walk through your front door to a large living room - plenty large enough for a pool table and sectional or even a formal dining table and traditional living room set-up. Continue forward and you are met with an open kitchen with S.S .appliance and granite counters - overlooking the family room. Master bedroom is split from the two guest bedroom with own private wing and located in the back of the house- providing ample privacy. Next to the master you have the formal office/den, which can easily be converted to a fourth bedroom, a nursery, OR even used as additional closet for the Primary Suite.
Both guest bedrooms are located down the other hall and share a jack-and-jill styled bathroom with the separate hall. Inside laundry with washer and dryer that convey to buyers. Garage has epoxy floors and has ample built-in cabinet storage, a full length built-in work bench with TWO - 230V plugs, and a huge and easily accessible attic-storage space for all of the holiday decorations or spare tools, etc.
    "
$250,/ 1br - 525ft2 - ,Traveling nurses!,"
        
            QR Code Link to This Post
            
        
$250/week for 1 person plus $400 deposit
Extra fee per night for a second person
Stay in your own, fully furnished apartment instead of staying in a hotel. This is an upstairs, 1 bedroom, 1 bathroom, living room and kitchen. Everything provided for a comfortable stay including sheets and towels. Fully furnished kitchen. TV & wifi
No smoking, NO PETS

Less than 2 miles from the refinery, St Rita’s Medical Center, Lima Memorial Health System, P&G, UNOH and OSU

This is temporary only. To inquire if it will be available when you are in Lima provide the following information.
Your name and home location.
What date you will arrive in Lima.
How long you think you will be in Lima.
Where will you be working.
Text information to  show contact info

    "
$386,/ 1br - ,"Loft, Air Conditioning, Kitchen Island","
        
            QR Code Link to This Post
            
        
Toledo/Holland Suites – Extended Stay Hotel in Holland, OHLow Weekly & Monthly RatesFREE UtilitiesFree Premium Cable TVCall Now:  show contact info
Additional Information:www.siegelsuites.comApartment Home Features-Microwave-Siegel Rewards Program-Laundry facilities-Bad Credit Ok-Private Balcony-Large two bedroom 2 bath units-Laundry Facility-Flexible Lease Terms Available-Heat Included-Spacious Floorplans-Ceiling Fan-High-Speed Internet AccessFree Siegel Reward ProgramEarn points every time you pay your rent or refer a friend. Use your points to treat yourself to free rent, food, movies, gift cards, and much more!Pet Policy20lb weight limit and aggressive breeds such as Pit Bulls and Rottweilers are prohibited.Managed by The Siegel GroupEqual Housing OpportunityPricing may include current special and is subject to change without notice.Siegel Suites Toledo/Holland: Low-Cost, Clean & Furnished Units - Close to Restaurants, Shopping, and More! MOVE IN TODAYCall Us! Move In Today! Available: Studio Suites**Low Weekly and Monthly Rates **Utilities Included**Fully Furnished**Premium Cable TV**No Lease Required Call Now:  show contact info
 VISIT www.siegelsuites.com Siegel Suites Toledo/Holland 6101 Trust Drive, Holland Ohio, 43528 Features and Amenities Pet/Dog Friendly Flat-screen TVs Kitchen with Full Sized Refrigerator Onsite Security High Speed Internet available Sparkling Pool Easy Access to I-475 Rewards Program, Covered Parking and More! Pet Policy We are pet friendly! 20.lb weight limit and breed restrictions apply. Call for details.Free Siegel Reward ProgramEarn points every time you pay your rent or refer a friend. Use your points to treat yourself to free rent, food, movies, gift cards, and much more!
    "
$595,/ 2br - 1000ft2 - ,Large 2 bedroom apartment,"
        
            QR Code Link to This Post
            
        
Huge 2 bedroom apartment over 1000 sq ft, refrigerator, stove, dishwasher, A/C, carpet, quiet, on 3rd floor, coin washer/dryer in basement, $595+dep, please apply at Manco Property Services Inc,  show contact info
, additional info call/text Mike at  show contact info
.  No pets.  See pictures attached.
    "
$541,/ 1br - 575ft2 - ,"Basketball Courts, BBQ & Picnic Area, Business Center","
        
            QR Code Link to This Post
            
        
Located in the desirable North Decatur area, within the Argenta-Oreana school district, Woodcrest is a combination of comfort and wonderful convenience. Engulfed with rich landscaping and tranquil grounds, these apartment homes are second to none…

At Woodcrest, we designed your home with your needs in mind. From fully equipped redesigned luxurious kitchens & bathrooms to our over-sized apartment homes, we offer carefree living at its best. Our community amenities include a business center, fitness center, sparkling oversize pool with sundeck, tennis and basketball courts for your enjoyment. Our maintenance staff is on call 24 hrs. for quick response to all situations. Our award winning team is ready to serve you, so stop by today and discover why Woodcrest should be your new home!

-Easy Access to Interstates
-Basketball Courts
-Patrol Service
-Dining Room
-Green Community
-Dishwasher
-Preferred Employer & Student Discounts Available
-Swimming Pool
-Tile Flooring
-Discounts for Students and Preferred Employers
-Window Coverings
-Business Center

Call:  show contact info


For more information, visit us at: https://livewithm2.com/zxho3rsi/woodcrest-apartments

Pricing and availability are subject to change.
    "
$600,/ 2br - 750ft2 - ,Freshly painted 2 bed 1 bath,"
        
            QR Code Link to This Post
            
        
Freshly painted 2 bed 1 bath brick house in convenient location in north end of town off a quiet street. The property is within a mile of Douglas Park. House has been recently updated and ready to move in.
    "
$548,/ 1br - 600ft2 - ,"New/Renovated Interior, Swimming Pool, Cable Ready","
        
            QR Code Link to This Post
            
        
Located in the desirable North Decatur area, within the Argenta-Oreana school district, Woodcrest is a combination of comfort and wonderful convenience. Engulfed with rich landscaping and tranquil grounds, these apartment homes are second to none…

At Woodcrest, we designed your home with your needs in mind. From fully equipped redesigned luxurious kitchens & bathrooms to our over-sized apartment homes, we offer carefree living at its best. Our community amenities include a business center, fitness center, sparkling oversize pool with sundeck, tennis and basketball courts for your enjoyment. Our maintenance staff is on call 24 hrs. for quick response to all situations. Our award winning team is ready to serve you, so stop by today and discover why Woodcrest should be your new home!

-Dishwasher
-Swimming Pool
-Tennis Courts
-BBQ & Picnic Area
-Common Areas Monitored by 24-Hour Video Surveillance
-Washer/Dryer
-Additional Storage
-Easy Access to Interstates
-Playground
-Bike Storage
-Patrol Service
-Cable Ready

Call:  show contact info


For more information, visit us at: https://livewithm2.com/4anjaydz/woodcrest-apartments

Pricing and availability are subject to change.
    "
$595,/ 1br - ,AWESOME PENTHOUSE APARTMENT,"
        
            QR Code Link to This Post
            
        
Furnished penthouse apartment, at 820 South 9th Street, available for 1or 2 people, Upper Class or Graduate Students, a Professor, or 4 year de greed Business Professional. Lease required. Pets are not allowed. Smoke free building. This is an exceptionally beautiful, nice clean apartment, quite exceptional for downtown Terre Haute. The rent is 595.00 for one, 645.00 for two per month, plus the electric which includes lights and air-conditioning.  Heat, water, sewage and trash are paid by the owner.  Our application process is free. We do check prior rental history and criminal history.  A minimum 1 year lease is required, longer term preferred. For further information and/or appointment to view, please contact John at  show contact info
, between 10am and 8pm.  show contact info
 will not accept text. Please leave a message if there is no answer. Or call  show contact info
 and also leave message or text. The apartment house is just okay on the outside, but beautiful inside.
    "
$575,/ 1br - ,"Cute 1 bedroom, 615 S. Byron Ct.","
        
            QR Code Link to This Post
            
        
Newly remodeled 1 bedroom with basement and laundry hook-ups.  Another room for a computer and another for storage. Credit score and references. $575.00 a month plus deposit. Utilities not included. . No smoking or pets. Phone  show contact info
. Appliction Required
    "
$599,/ 600ft2 - ,1527 S Talbott St Apt 19,"
        
            QR Code Link to This Post
            
        
Studio ApartmentCall: show contact info
1527 S Talbott St Apt 19Indianapolis, Indiana 46225-1675United StatesRent: $599.00 USD / MonthSize: 600 SqFtProperty Type: ApartmentBedroom(s): 0 (Studio)  |  Bathroom(s): 1DescriptionCome check out this adorable studio apartment! Located on the south side of Indy just minutes from White River and downtown! This adorable studio is recently redone. Large open kitchen. Right around the corner from local shops. This studio is great for someone looking for a starter apartment or for someone looking for a downsize! This home is not going to last long in this area! By applying for eligible properties, Resident understands and agrees to auto-enrollment in the Utility & Maintenance Reduction Program at a cost of $10.95 per month without demand, payable with rent as outlined. Resident Liability Insurance is required. To schedule a showing call  show contact info
, for additional information call  show contact info
RestrictionsDogs: No DogsCats: No CatsSmoking: No SmokingFeatures / AmenitiesKitchenRefrigeratorContact InfoPMI MidwestLeasing Department    show contact info

    "
$550,/ 2br - ,Duplex for Rent,"
        
            QR Code Link to This Post
            
        
2 Bedroom  1 Bath Duplex for Rent 
1802 3rd St Peru 
$550.00 per month Tenant pays owe utilities.
No Pets
1st month, last month, and Security deposit.

Agent owned
Yanke Realty & Developers
 show contact info

    "
$340,/ 1br - ,One bedroom Apartment Clinton,"
        
            QR Code Link to This Post
            
        
Upstairs one bedroom downtown Clinton    We pay for water and supply a dumpster. This apt is located in an older downtown building .  Deposit is the same as rent. Stove and refrigerator provided. Pictures upon request.
    "
$450,/ 2br - 930ft2 - ,2BDRM/1 BETH MOBILE HOME FOR RENT,"
        
            QR Code Link to This Post
            
        
VERY CLEAN  2 BEDROOM MOBILE HOME FOR RENT   QUIET AREA     NO PETS   W/D, REFRIDGE AND RANGE    NEED REFERENCES      PERFECT FOR 1 OR 2 PEOPLE      CALL MIKE   show contact info

    "
$599,/ 1br - ,Great location at an unbeatable Price!!,"
        
            QR Code Link to This Post
            
        
Welcome to a new way of living! Our cozy one bedroom one bathroom apartment are located just minutes from the Watterson Expressway. Conveniently located between New Cut and Dixie! It's surrounded by multiple shopping centers and restaurant's. Offering 6 and 12 month leases!! When you sign a 12 month lease you qualify for one of two move in specials !! Call us at  show contact info
 or stop by Southwood Apartments at 2521 Pennacook Rd. and see us today!!

1BR as low as $599 a month
    "
$599,/ 1br - ,"Freshly painted and cleaned!  Move in now.  1 bdrm North, 1st floor","
        
            QR Code Link to This Post
            
        
1 bdrm with all new flooring, freshly painted and cleaned. First floor.

  ***READY NOW***

2424 N Water St.

FREE to apply~!

Logan Realty
2490 N Water St office 10
Decatur, IL  62526

www.loganmanagement.net

    "
$340,/ 1br - ,Need a Place To Stay? We've Got You! $339.99 weekly-No Credit Checks,"
        
            QR Code Link to This Post
            
        
New Premium Rooms starting at $339.99 +tax weekly!.


Save even more money with our Traditional rooms starting at $259.99+tax weekly!

All rooms come with the same amenities...2 burner stove top, microwave, cabinets/pantry space, full sized refrigerator, at least a 43"" flat screen television with Showtime, voicemail, WiFi and guest laundry facilities on property. Some rooms have sofas and an extra bedroom...call for details and pricing.

They won't last long!

Apartment Style Living

At InTown Suites, our guests don't just check-in, they move in! That is why we have made moving in easy with one weekly payment that includes everything. You never pay extra for things like electricity, phone, or cable TV. Plus, we don't require a lease or credit check, so there are no hassles or hoops to jump through.

THE COMFORTS OF HOME
Our fully furnished apartment-style suites are perfect for any length of stay. Every suite comes with an in-room kitchen, custom mattress, expanded TV channels, and so.much.more. Pure suite-ness!

PAY AS YOU STAY
Book direct for the best rates guaranteed! Stop by a location near you and move right in—for a week, month, or as long as you need. Convenient online renewals make extending your stay quick and easy.

Corporate Housing
Business travelers feel at home at InTown Suites; whether you’re traveling alone, with a group, or need accommodations for corporate stays. We can help you take care of your corporate travel needs with flexible, affordable business travel options.
    "
$585,,Efficiency in Historic Mansion 3519 #9,"
        
            QR Code Link to This Post
            
        
Newly renovated studio apartment in basement of historic Clifton mansion. Fresh paint, new flooring. Original character. 1 bath with shower, very large closet, small kitchen. Storage and laundry available in building. Private and convenient location. Near U.C., Zoo and hospitals. Walk to Ludlow for shopping, etc. Visit tproperty.net for more information  show contact info


To see a video of this apartment, paste the following into your browser: https://www.youtube.com/watch?v=Lhqt9Xj6KMs
3519#9
    "
$604,/ 1br - ,GREAT APARTMENTS COMING SOON! APPLY TODAY!,"
        
            QR Code Link to This Post
            
        
Our community features and amenities are hard to beat! AVAILABLE NOW!! You are sure to love our pet friendly, spacious layouts. Our community offers a convenient location near major employers, shopping centers, entertainment and more!

Visit our website to check availability and apply online:

www.claircommonstoledo.com

Spacious Apartments are just one of the perks you are sure to enjoy as a valued Resident! Take a look below at all of the great additional perks that come with this apartment lifestyle.

Features and Amenities:

-Laundry facilities
-Community lawn
-Online conveniences
-Sufficient parking
-Trash removal
-Spacious one and two bedroom layouts
-Pet friendly accepting dogs and cats
    "
$575,/ 4br - 1586ft2 - ,Luxurious and Vibrant Community!,"
        
            QR Code Link to This Post
            
        
EXPERIENCE LUXURY LIVING AT THE ROCKS - Limited Spots Remaining! The Rocks is East Lansing's newest apartment community designed for Michigan State students. Each brand new apartment includes hardwood style flooring, granite countertops, stainless steel appliances, private bathrooms and much more! Limited spots remain for Fall 2021, Tour and sign today to lock in your apartment home before they are gone!  Call Now:  show contact info
Interested in more information? Visit link below:https://greystar.leasehomenow.com/g9g5y2 This is a 4 Bedroom, 4 Bath, approximately 1586 Sq. Ft. Features - Roommate Matching  - 24 hour Award Winning Property Management  - Modern Kitchens with Stainless Steel Appliances  - Individual Leases  - Private Balconies/Patios  - 9 Foot Ceilings Community Amenities - On-Demand Printing  - Ample Bicycle Parking  - Blazing Fast Wifi and Cable  - 24hr Activity/Club Room w/Lounge Areas, Study, & Billiards  - Pet Friendly  - State-of-the-Art 24-Hour Fitness Center  - Bark Park  - Private Study Rooms  - 24-hour Free Caffeinated Water  - Covered Parking Pet Policy We allow up to two pets per apartment home, certain breed restrictions apply, please call us for more details. Office Hours Monday-Friday:10:00AM-6:00PMThe Rocks 16970 Chandler Rd, East Lansing, MI, 48823XDbCyka2z
    "
$600,/ 2br - 1318ft2 - ,Amazing opportunity to live in Chatsworth. 2 bedroom available.,"
        
            QR Code Link to This Post
            
        
Lots of major updates already done on this 2 bdrm/1 bath home with 2 1/2 car attached garage on corner lot in Chatsworth.  The main level offers a dining room, living room, kitchen with laundry, bedroom, full bath and back entry/mudroom leading to the garage.  Upstairs, there is a sitting room/office with closet and a master bedroom with walk-in closet.  The garage, vinyl siding, roof, front deck, electrical/plumbing, windows and bathroom was upgraded around 2008. The basement has been completely updated with new poured concrete walls, new floor, a poured raised platform for the HWH (2008) and furnace (2010) and a commercial kitchen that was code approved for a candy making business.  Bsmt remains dry as long as the sump pump has power and could easily be finished for additional living space.  This is an estate sale being sold in ""as is"" condition.  Contents of the house are in the process of being removed
    "
$600,/ 2br - ,"Cute bungalow, conveniently located near shopping and restaurants.","
        
            QR Code Link to This Post
            
        
Located on a street of beautiful home! 2BD 1BA ranch with a big deep basement. Features: Greentree waterproofed basement, replacement windows, furnace approx. 5 years, new deck 2021, new dishwasher 2021, HW floors, and stainless appliances. Fenced rear yard. Freestanding toilet and shower in basement.
A MUST SEE!!! This beautiful 2-bedroom, 1-full bath ranch is just what you're looking for! This charming home has more than enough to offer you, 3-attached car garage, open floor plan with a great kitchen to go with it, gas fireplace in living room, walk in master closet with a whirlpool tub and a 3- season sunroom. Located in Panther Creek West and close to many shopping centers, medial, and restaurants. New HVAC-2020, updated sliding door, front door and all new toilets and sinks. EM to Cornerstone Title Company.
Updated single family house located SW of Springfield, IL. Close to Washington Park. New siding, gutters, and downspouts. Most windows updated, hardwood floors refinished. Entire interior freshly painted. New kitchen cabinets and new granite countertop. New Microwave/Vent combo. New hot water heater. Updated furnace. Updated faucets and light fixtures. New garage door. Bright four-season sunroom. Semi finished basement for additional storage area. Fenced yard. Kitchen appliances have been updated. The house is located on a cut-de-sac street.
    "
